edad,trabajo,estudios,estado-civil,trabajo,posicion-familiar,etnia,sexo,ganancias_inversiones,perdidas_inversiones,horas-trabajo_semana,pais-origen,salario
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,15024,0,60, United-States, >50K
30, Private, Bachelors, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,40, United-States, >50K
35, Private, Masters, Never-married, Exec-managerial, No-en-familia, Asiatico-Pacifico-Isleno, Hombre,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,5013,0,40, United-States, <=50K
73, Self-emp-not-inc, 12th, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,18, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,10, Canada, <=50K
32, Private, Bachelors, Separated, Prof-specialty, Soltero-a, Blanco, Mujer,0,0,32, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
19, ?, HS-grad, Never-married, ?, Hijo-unico, Blanco, Hombre,0,0,40, Portugal, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Soltero-a, Otro, Mujer,0,0,40, Columbia, <=50K
41, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Sales, Marido, Blanco, Hombre,15024,0,60, United-States, >50K
52, State-gov, Some-college, Separated, Protective-serv, Soltero-a, Blanco, Hombre,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,32, United-States, <=50K
57, Private, 11th, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,52, United-States, <=50K
35, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Soltero-a, Blanco, Mujer,0,0,44, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
56, Private, 7th-8th, Divorced, Transport-moving, Soltero-a, Blanco, Hombre,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,60, United-States, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Hombre,0,0,20, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,35, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,45, United-States, >50K
34, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, No-en-familia, Negro, Hombre,0,0,40, United-States, <=50K
22, Private, 12th, Never-married, Other-service, No-en-familia, Blanco, Hombre,0,0,35, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,25, United-States, <=50K
59, ?, Some-college, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,3103,0,40, United-States, >50K
53, Self-emp-not-inc, 10th, Married-spouse-absent, Transport-moving, No-en-familia, Blanco, Hombre,0,0,99, United-States, <=50K
26, Private, 11th, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,70, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Soltero-a, Amerindio-esquimal, Mujer,0,0,32, United-States, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,38, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,7298,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,5013,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,40, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,2205,40, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,70, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,6514,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
67, ?, 9th, Divorced, ?, No-en-familia, Blanco, Mujer,2050,0,40, United-States, <=50K
62, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Soltero-a, Blanco, Mujer,0,0,40, Cuba, <=50K
24, Private, Bachelors, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Sales, No-en-familia, Asiatico-Pacifico-Isleno, Mujer,0,0,50, Philippines, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,48, United-States, <=50K
43, State-gov, Assoc-acdm, Married-spouse-absent, Other-service, Soltero-a, Blanco, Mujer,0,0,30, United-States, <=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Soltero-a, Asiatico-Pacifico-Isleno, Mujer,0,0,40, South, <=50K
41, Private, HS-grad, Separated, Craft-repair, No-en-familia, Negro, Hombre,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Mujer, Negro, Mujer,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, >50K
45, Private, Prof-school, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,40, United-States, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,38, United-States, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,75, Greece, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Asiatico-Pacifico-Isleno, Hombre,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Hijo-unico, Amerindio-esquimal, Mujer,0,0,25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,35, United-States, <=50K
37, Local-gov, Some-college, Separated, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
60, ?, HS-grad, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,1848,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, No-en-familia, Blanco, Hombre,0,1590,60, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Sales, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
46, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, England, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
63, Private, Bachelors, Divorced, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,45, Mexico, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,42, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Transport-moving, No-en-familia, Blanco, Hombre,0,0,50, United-States, <=50K
60, ?, Some-college, Divorced, ?, No-en-familia, Blanco, Mujer,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,35, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Divorced, Exec-managerial, Soltero-a, Asiatico-Pacifico-Isleno, Mujer,0,0,63, Thailand, <=50K
24, Private, HS-grad, Never-married, Other-service, Soltero-a, Blanco, Mujer,0,0,35, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,35, United-States, >50K
27, Private, Some-college, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,30, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
47, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Marido, Negro, Hombre,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Hombre,0,0,40, Honduras, <=50K
69, Private, HS-grad, Widowed, Machine-op-inspct, Soltero-a, Blanco, Hombre,2538,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,7298,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Negro, Hombre,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, >50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,0,0,40, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Prof-specialty, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,60, India, <=50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,3908,0,40, United-States, <=50K
27, Private, 10th, Divorced, Transport-moving, No-en-familia, Amerindio-esquimal, Hombre,0,0,75, United-States, <=50K
60, Private, 7th-8th, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,35, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Negro, Hombre,0,0,52, United-States, >50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,55, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,45, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
24, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Hijo-unico, Blanco, Hombre,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,10566,0,45, United-States, <=50K
29, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Otro-familiar, Blanco, Hombre,0,0,60, United-States, <=50K
36, Private, 10th, Divorced, Other-service, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,7688,0,38, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Mujer, Blanco, Mujer,0,0,40, United-States, >50K
37, Private, 10th, Never-married, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,65, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,7688,0,36, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,10, United-States, <=50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Mujer, Negro, Mujer,0,1977,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Sales, Marido, Blanco, Hombre,4386,0,45, United-States, >50K
20, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Mujer,0,0,30, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,7298,0,40, United-States, >50K
20, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Mujer,0,0,20, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,1055,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,50, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Negro, Hombre,0,0,40, United-States, <=50K
35, State-gov, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,38, United-States, <=50K
32, Private, Some-college, Divorced, Machine-op-inspct, Soltero-a, Blanco, Hombre,0,0,45, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Other-service, Otro-familiar, Blanco, Mujer,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,15, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,3103,0,40, United-States, >50K
22, Private, Some-college, Married-spouse-absent, Adm-clerical, Hijo-unico, Asiatico-Pacifico-Isleno, Mujer,0,0,39, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Marido, Negro, Hombre,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Mujer, Blanco, Mujer,0,0,12, United-States, <=50K
37, Private, HS-grad, Separated, Exec-managerial, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
23, ?, Bachelors, Never-married, ?, Hijo-unico, Blanco, Hombre,0,0,50, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,60, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
34, Self-emp-inc, Assoc-voc, Divorced, Sales, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Hijo-unico, Asiatico-Pacifico-Isleno, Hombre,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,21, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,55, United-States, >50K
47, State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,1740,40, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,7688,0,50, United-States, >50K
41, Federal-gov, Bachelors, Divorced, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,36, United-States, >50K
73, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, No-en-familia, Blanco, Hombre,0,0,24, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Hijo-unico, Negro, Hombre,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
64, ?, Masters, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,2, United-States, <=50K
47, Private, Some-college, Divorced, Tech-support, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,15024,0,60, Canada, >50K
24, Private, Bachelors, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
27, Private, 7th-8th, Divorced, Machine-op-inspct, Soltero-a, Blanco, Hombre,0,974,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Marido, Negro, Hombre,0,0,60, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,15024,0,40, United-States, >50K
51, Private, Bachelors, Never-married, Sales, No-en-familia, Blanco, Mujer,0,1564,43, United-States, >50K
49, Private, Some-college, Divorced, Sales, Soltero-a, Blanco, Mujer,0,0,55, England, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Negro, Hombre,0,0,20, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Hijo-unico, Negro, Mujer,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, No-en-familia, Blanco, Hombre,0,0,53, United-States, <=50K
56, Private, 11th, Divorced, Sales, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
35, Private, 12th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
37, Federal-gov, Some-college, Divorced, Tech-support, Soltero-a, Amerindio-esquimal, Mujer,0,0,20, United-States, <=50K
41, Private, Doctorate, Divorced, Sales, Soltero-a, Blanco, Mujer,0,0,50, United-States, >50K
30, Private, 11th, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Tech-support, Mujer, Blanco, Mujer,0,0,20, ?, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
59, Self-emp-inc, 10th, Widowed, Exec-managerial, Soltero-a, Blanco, Mujer,0,2559,50, United-States, >50K
55, Private, 11th, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,32, United-States, <=50K
22, ?, Assoc-voc, Never-married, ?, Hijo-unico, Asiatico-Pacifico-Isleno, Hombre,0,0,20, United-States, <=50K
31, Private, 10th, Never-married, Adm-clerical, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,4386,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Hijo-unico, Blanco, Hombre,0,0,48, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,25, Germany, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,35, United-States, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, No-en-familia, Negro, Hombre,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Otro-familiar, Asiatico-Pacifico-Isleno, Mujer,0,0,20, South, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,50, United-States, >50K
45, Private, HS-grad, Widowed, Other-service, Otro-familiar, Asiatico-Pacifico-Isleno, Mujer,0,0,50, South, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,30, United-States, <=50K
31, Federal-gov, Bachelors, Never-married, Exec-managerial, Hijo-unico, Blanco, Mujer,0,0,40, Cuba, <=50K
38, Private, HS-grad, Divorced, Other-service, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Transport-moving, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
30, Private, Preschool, Never-married, Farming-fishing, No-en-familia, Blanco, Hombre,0,0,40, Mexico, <=50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, ?, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,44, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
28, ?, HS-grad, Separated, ?, Soltero-a, Negro, Mujer,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
42, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Soltero-a, Amerindio-esquimal, Mujer,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Sales, Hijo-unico, Otro, Mujer,0,0,20, ?, <=50K
46, Private, 10th, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,25, Ecuador, <=50K
31, Private, Bachelors, Never-married, Sales, No-en-familia, Blanco, Mujer,0,0,65, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,7688,0,40, United-States, >50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,2415,50, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,20, United-States, <=50K
45, Private, Masters, Divorced, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,70, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,40, Dominican-Republic, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,99999,0,65, United-States, >50K
45, Private, Some-college, Divorced, Other-service, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,39, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Mujer, Blanco, Mujer,0,0,40, United-States, >50K
42, Federal-gov, HS-grad, Separated, Adm-clerical, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,0,30, United-States, <=50K
46, Private, Bachelors, Divorced, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,1590,40, ?, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,20, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
57, ?, Bachelors, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,80, United-States, >50K
37, Private, HS-grad, Divorced, Machine-op-inspct, No-en-familia, Blanco, Mujer,0,0,56, United-States, <=50K
18, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
46, Private, Masters, Divorced, Prof-specialty, Soltero-a, Blanco, Mujer,6497,0,50, United-States, <=50K
36, ?, HS-grad, Divorced, ?, Soltero-a, Blanco, Mujer,0,0,28, United-States, <=50K
33, Private, Masters, Never-married, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Mujer,0,0,40, United-States, <=50K
